dataset,feature_set,method,k_per_class,seed,macro_f1,n_train,n_test
eurosat,pca8,SRQFM-fid,10,18,0.6109430572870751,100,1400
eurosat,pca8,RBF-SVM,10,18,0.5948033135416615,100,1400
eurosat,pca8,RandomForest,10,18,0.5925692692176482,100,1400
eurosat,pca8,SG-BSCM,10,19,0.6315513120865673,100,1400
eurosat,pca8,BSCM-uniform,10,19,0.6259584752496268,100,1400
eurosat,pca8,SRQFM-fid,10,19,0.6000975021247428,100,1400
eurosat,pca8,RBF-SVM,10,19,0.615863206372621,100,1400
eurosat,pca8,RandomForest,10,19,0.6093695062487494,100,1400
eurosat,pca8,SG-BSCM,20,0,0.6542816248135337,200,1300
eurosat,pca8,BSCM-uniform,20,0,0.6325057835400598,200,1300
eurosat,pca8,SRQFM-fid,20,0,0.6511113934594357,200,1300
eurosat,pca8,RBF-SVM,20,0,0.6432416246022282,200,1300
eurosat,pca8,RandomForest,20,0,0.6205300336355278,200,1300
eurosat,pca8,SG-BSCM,20,1,0.6614252613946136,200,1300
eurosat,pca8,BSCM-uniform,20,1,0.6807065047552359,200,1300
eurosat,pca8,SRQFM-fid,20,1,0.6683480895929446,200,1300
eurosat,pca8,RBF-SVM,20,1,0.6934197282408975,200,1300
eurosat,pca8,RandomForest,20,1,0.6313494081331145,200,1300
eurosat,pca8,SG-BSCM,20,2,0.6765160174899367,200,1300
eurosat,pca8,BSCM-uniform,20,2,0.6799250057605367,200,1300
eurosat,pca8,SRQFM-fid,20,2,0.6679114085993996,200,1300
eurosat,pca8,RBF-SVM,20,2,0.6594608341002173,200,1300
eurosat,pca8,RandomForest,20,2,0.6399409459902913,200,1300
eurosat,pca8,SG-BSCM,20,3,0.6454461564372265,200,1300
eurosat,pca8,BSCM-uniform,20,3,0.6530342725839189,200,1300
eurosat,pca8,SRQFM-fid,20,3,0.6409210596589555,200,1300
eurosat,pca8,RBF-SVM,20,3,0.6632478567371074,200,1300
eurosat,pca8,RandomForest,20,3,0.6488924098913836,200,1300
eurosat,pca8,SG-BSCM,20,4,0.6567965209977176,200,1300
eurosat,pca8,BSCM-uniform,20,4,0.6565241472177001,200,1300
eurosat,pca8,SRQFM-fid,20,4,0.6571142622332014,200,1300
eurosat,pca8,RBF-SVM,20,4,0.6375114221160574,200,1300
eurosat,pca8,RandomForest,20,4,0.6258681726913146,200,1300
eurosat,pca8,SG-BSCM,20,5,0.6552251172281455,200,1300
eurosat,pca8,BSCM-uniform,20,5,0.645492230954031,200,1300
eurosat,pca8,SRQFM-fid,20,5,0.6560985481644931,200,1300
eurosat,pca8,RBF-SVM,20,5,0.6312677521874941,200,1300
eurosat,pca8,RandomForest,20,5,0.6354546388016749,200,1300
eurosat,pca8,SG-BSCM,20,6,0.6578838924491685,200,1300
eurosat,pca8,BSCM-uniform,20,6,0.6503657312734085,200,1300
eurosat,pca8,SRQFM-fid,20,6,0.6447518208543541,200,1300
eurosat,pca8,RBF-SVM,20,6,0.6491893543868001,200,1300
eurosat,pca8,RandomForest,20,6,0.6050820238787901,200,1300
eurosat,pca8,SG-BSCM,20,7,0.6634545036750243,200,1300
eurosat,pca8,BSCM-uniform,20,7,0.6525803143515077,200,1300
eurosat,pca8,SRQFM-fid,20,7,0.6506085784738155,200,1300
eurosat,pca8,RBF-SVM,20,7,0.6443435585984287,200,1300
eurosat,pca8,RandomForest,20,7,0.6180111403796814,200,1300
eurosat,pca8,SG-BSCM,20,8,0.6747266381803596,200,1300
eurosat,pca8,BSCM-uniform,20,8,0.6673261496813059,200,1300
eurosat,pca8,SRQFM-fid,20,8,0.6595955405674114,200,1300
eurosat,pca8,RBF-SVM,20,8,0.6670283112098392,200,1300
eurosat,pca8,RandomForest,20,8,0.6121084104760504,200,1300
eurosat,pca8,SG-BSCM,20,9,0.6501215713538409,200,1300
eurosat,pca8,BSCM-uniform,20,9,0.6492915371403329,200,1300
eurosat,pca8,SRQFM-fid,20,9,0.6356125704628088,200,1300
eurosat,pca8,RBF-SVM,20,9,0.6598952278556932,200,1300
eurosat,pca8,RandomForest,20,9,0.6352442277072556,200,1300
eurosat,pca8,SG-BSCM,20,10,0.667090557876584,200,1300
eurosat,pca8,BSCM-uniform,20,10,0.6581921475910691,200,1300
eurosat,pca8,SRQFM-fid,20,10,0.6567786272445952,200,1300
eurosat,pca8,RBF-SVM,20,10,0.6729736590057331,200,1300
eurosat,pca8,RandomForest,20,10,0.6416162700739061,200,1300
eurosat,pca8,SG-BSCM,20,11,0.6694757345781139,200,1300
eurosat,pca8,BSCM-uniform,20,11,0.6523407474278242,200,1300
eurosat,pca8,SRQFM-fid,20,11,0.6619480796981189,200,1300
eurosat,pca8,RBF-SVM,20,11,0.6484196991874347,200,1300
eurosat,pca8,RandomForest,20,11,0.657391625064494,200,1300
eurosat,pca8,SG-BSCM,20,12,0.6742495834882475,200,1300
eurosat,pca8,BSCM-uniform,20,12,0.676036769605574,200,1300
eurosat,pca8,SRQFM-fid,20,12,0.6662823710327233,200,1300
eurosat,pca8,RBF-SVM,20,12,0.6406306371055063,200,1300
eurosat,pca8,RandomForest,20,12,0.6381328044574156,200,1300
eurosat,pca8,SG-BSCM,20,13,0.6588343178639916,200,1300
eurosat,pca8,BSCM-uniform,20,13,0.6547698306840612,200,1300
eurosat,pca8,SRQFM-fid,20,13,0.6428267434527982,200,1300
eurosat,pca8,RBF-SVM,20,13,0.6505830606782764,200,1300
eurosat,pca8,RandomForest,20,13,0.6167475595667287,200,1300
eurosat,pca8,SG-BSCM,20,14,0.6454410571869661,200,1300
eurosat,pca8,BSCM-uniform,20,14,0.6552536560962607,200,1300
eurosat,pca8,SRQFM-fid,20,14,0.6288535998271185,200,1300
eurosat,pca8,RBF-SVM,20,14,0.6713093933696554,200,1300
eurosat,pca8,RandomForest,20,14,0.6272137920263099,200,1300
eurosat,pca8,SG-BSCM,20,15,0.6879245617117855,200,1300
eurosat,pca8,BSCM-uniform,20,15,0.6755705825796293,200,1300
eurosat,pca8,SRQFM-fid,20,15,0.6730239835395477,200,1300
eurosat,pca8,RBF-SVM,20,15,0.6568237157236652,200,1300
eurosat,pca8,RandomForest,20,15,0.6640114041021885,200,1300
eurosat,pca8,SG-BSCM,20,16,0.6850512299282911,200,1300
eurosat,pca8,BSCM-uniform,20,16,0.6828784070007504,200,1300
eurosat,pca8,SRQFM-fid,20,16,0.6579151213762703,200,1300
eurosat,pca8,RBF-SVM,20,16,0.672879568637634,200,1300
eurosat,pca8,RandomForest,20,16,0.648656819002243,200,1300
eurosat,pca8,SG-BSCM,20,17,0.6744585691649776,200,1300
eurosat,pca8,BSCM-uniform,20,17,0.6721350881218677,200,1300
eurosat,pca8,SRQFM-fid,20,17,0.6496863108919066,200,1300
eurosat,pca8,RBF-SVM,20,17,0.6666540714709333,200,1300
eurosat,pca8,RandomForest,20,17,0.6210150544438433,200,1300
eurosat,pca8,SG-BSCM,20,18,0.6581479411176641,200,1300
eurosat,pca8,BSCM-uniform,20,18,0.6573827937881147,200,1300
eurosat,pca8,SRQFM-fid,20,18,0.650655147619677,200,1300
eurosat,pca8,RBF-SVM,20,18,0.6409214302664232,200,1300
eurosat,pca8,RandomForest,20,18,0.6374394184044465,200,1300
eurosat,pca8,SG-BSCM,20,19,0.6820769862883621,200,1300
eurosat,pca8,BSCM-uniform,20,19,0.6853402675545619,200,1300
eurosat,pca8,SRQFM-fid,20,19,0.679914121536467,200,1300
eurosat,pca8,RBF-SVM,20,19,0.6270501052524071,200,1300
eurosat,pca8,RandomForest,20,19,0.6235317182681696,200,1300
eurosat,pca8,SG-BSCM,50,0,0.7188579304242654,500,1000
eurosat,pca8,BSCM-uniform,50,0,0.7346213541774443,500,1000
eurosat,pca8,SRQFM-fid,50,0,0.6913557840028668,500,1000
eurosat,pca8,RBF-SVM,50,0,0.7288291752003069,500,1000
eurosat,pca8,RandomForest,50,0,0.705718731969824,500,1000
eurosat,pca8,SG-BSCM,50,1,0.7118737331262194,500,1000
eurosat,pca8,BSCM-uniform,50,1,0.721758565303928,500,1000
eurosat,pca8,SRQFM-fid,50,1,0.7287557024150455,500,1000
eurosat,pca8,RBF-SVM,50,1,0.714568950517326,500,1000
eurosat,pca8,RandomForest,50,1,0.6908632961779976,500,1000
eurosat,pca8,SG-BSCM,50,2,0.735076681848779,500,1000
eurosat,pca8,BSCM-uniform,50,2,0.7343414576761906,500,1000
eurosat,pca8,SRQFM-fid,50,2,0.7266533848648581,500,1000
eurosat,pca8,RBF-SVM,50,2,0.701947943928752,500,1000
eurosat,pca8,RandomForest,50,2,0.6928575641563065,500,1000
eurosat,pca8,SG-BSCM,50,3,0.7401278131770279,500,1000
eurosat,pca8,BSCM-uniform,50,3,0.7332134308473487,500,1000
eurosat,pca8,SRQFM-fid,50,3,0.7304647469308435,500,1000
eurosat,pca8,RBF-SVM,50,3,0.7373963037139877,500,1000
eurosat,pca8,RandomForest,50,3,0.7178314249333368,500,1000
eurosat,pca8,SG-BSCM,50,4,0.7210960537692311,500,1000
eurosat,pca8,BSCM-uniform,50,4,0.7417749256953632,500,1000
eurosat,pca8,SRQFM-fid,50,4,0.7045974324745221,500,1000
eurosat,pca8,RBF-SVM,50,4,0.7311604537542078,500,1000
eurosat,pca8,RandomForest,50,4,0.6913431446797249,500,1000
eurosat,pca8,SG-BSCM,50,5,0.7296460100942037,500,1000
eurosat,pca8,BSCM-uniform,50,5,0.7227133501908776,500,1000
eurosat,pca8,SRQFM-fid,50,5,0.7125194657533681,500,1000
eurosat,pca8,RBF-SVM,50,5,0.7147487451469636,500,1000
eurosat,pca8,RandomForest,50,5,0.6983238320879017,500,1000
eurosat,pca8,SG-BSCM,50,6,0.7303237208381068,500,1000
eurosat,pca8,BSCM-uniform,50,6,0.7190817243890756,500,1000
eurosat,pca8,SRQFM-fid,50,6,0.7110423944302059,500,1000
eurosat,pca8,RBF-SVM,50,6,0.7164209742996175,500,1000
eurosat,pca8,RandomForest,50,6,0.6907850198083143,500,1000
eurosat,pca8,SG-BSCM,50,7,0.7284204419677252,500,1000
eurosat,pca8,BSCM-uniform,50,7,0.7228805774712386,500,1000
eurosat,pca8,SRQFM-fid,50,7,0.7062752838121746,500,1000
eurosat,pca8,RBF-SVM,50,7,0.6966356911135412,500,1000
eurosat,pca8,RandomForest,50,7,0.6989705775036639,500,1000
eurosat,pca8,SG-BSCM,50,8,0.7323140562669133,500,1000
eurosat,pca8,BSCM-uniform,50,8,0.7052407146637905,500,1000
eurosat,pca8,SRQFM-fid,50,8,0.7221916260164056,500,1000
eurosat,pca8,RBF-SVM,50,8,0.7004279541313786,500,1000
eurosat,pca8,RandomForest,50,8,0.7044633666517731,500,1000
eurosat,pca8,SG-BSCM,50,9,0.7273713281527208,500,1000
eurosat,pca8,BSCM-uniform,50,9,0.7276547112581359,500,1000
eurosat,pca8,SRQFM-fid,50,9,0.7237531907329479,500,1000
eurosat,pca8,RBF-SVM,50,9,0.7183815077737048,500,1000
eurosat,pca8,RandomForest,50,9,0.6860961649881603,500,1000
eurosat,pca8,SG-BSCM,50,10,0.7317643302746013,500,1000
eurosat,pca8,BSCM-uniform,50,10,0.7300904899663805,500,1000
eurosat,pca8,SRQFM-fid,50,10,0.7316324710927805,500,1000
eurosat,pca8,RBF-SVM,50,10,0.7331260062217841,500,1000
eurosat,pca8,RandomForest,50,10,0.6948737141663938,500,1000
eurosat,pca8,SG-BSCM,50,11,0.7469515339444639,500,1000
eurosat,pca8,BSCM-uniform,50,11,0.7443090834383175,500,1000
eurosat,pca8,SRQFM-fid,50,11,0.7376107019301449,500,1000
eurosat,pca8,RBF-SVM,50,11,0.7467394078748497,500,1000
eurosat,pca8,RandomForest,50,11,0.7004642077284811,500,1000
eurosat,pca8,SG-BSCM,50,12,0.7580089206944198,500,1000
eurosat,pca8,BSCM-uniform,50,12,0.7545812060161998,500,1000
eurosat,pca8,SRQFM-fid,50,12,0.7398010132723918,500,1000
eurosat,pca8,RBF-SVM,50,12,0.7400800561251126,500,1000
eurosat,pca8,RandomForest,50,12,0.7104261047628685,500,1000
eurosat,pca8,SG-BSCM,50,13,0.7439459442679367,500,1000
eurosat,pca8,BSCM-uniform,50,13,0.7475097086298389,500,1000
eurosat,pca8,SRQFM-fid,50,13,0.7448760581840805,500,1000
eurosat,pca8,RBF-SVM,50,13,0.7301295225604317,500,1000
eurosat,pca8,RandomForest,50,13,0.6994240697629693,500,1000
eurosat,pca8,SG-BSCM,50,14,0.7298699610238704,500,1000
eurosat,pca8,BSCM-uniform,50,14,0.7211851870294264,500,1000
eurosat,pca8,SRQFM-fid,50,14,0.7104664380674938,500,1000
eurosat,pca8,RBF-SVM,50,14,0.7286965178560462,500,1000
eurosat,pca8,RandomForest,50,14,0.685467370449965,500,1000
eurosat,pca8,SG-BSCM,50,15,0.7383775094175512,500,1000
eurosat,pca8,BSCM-uniform,50,15,0.7070746746978029,500,1000
eurosat,pca8,SRQFM-fid,50,15,0.6740783081330141,500,1000
eurosat,pca8,RBF-SVM,50,15,0.7039402792475377,500,1000
eurosat,pca8,RandomForest,50,15,0.7041520151718196,500,1000
eurosat,pca8,SG-BSCM,50,16,0.7314997085897024,500,1000
eurosat,pca8,BSCM-uniform,50,16,0.7103220704499156,500,1000
eurosat,pca8,SRQFM-fid,50,16,0.7098683288275968,500,1000
eurosat,pca8,RBF-SVM,50,16,0.7289418568156489,500,1000
eurosat,pca8,RandomForest,50,16,0.6838577278009745,500,1000
eurosat,pca8,SG-BSCM,50,17,0.7390842606491927,500,1000
eurosat,pca8,BSCM-uniform,50,17,0.7539072163418348,500,1000
eurosat,pca8,SRQFM-fid,50,17,0.7438463570861038,500,1000
eurosat,pca8,RBF-SVM,50,17,0.7457902494787745,500,1000
eurosat,pca8,RandomForest,50,17,0.7052288562439468,500,1000
eurosat,pca8,SG-BSCM,50,18,0.7344906804298829,500,1000
eurosat,pca8,BSCM-uniform,50,18,0.7339145909417085,500,1000
eurosat,pca8,SRQFM-fid,50,18,0.7208663394186173,500,1000
eurosat,pca8,RBF-SVM,50,18,0.7268050303726217,500,1000
eurosat,pca8,RandomForest,50,18,0.7058989675502173,500,1000
eurosat,pca8,SG-BSCM,50,19,0.7281401417053696,500,1000
eurosat,pca8,BSCM-uniform,50,19,0.7283657956932632,500,1000
eurosat,pca8,SRQFM-fid,50,19,0.718435441418917,500,1000
eurosat,pca8,RBF-SVM,50,19,0.7262545283546981,500,1000
eurosat,pca8,RandomForest,50,19,0.6770410454268126,500,1000
