dataset,feature_set,method,k_per_class,seed,macro_f1,n_train,n_test
so2sat,pca8,RBF-SVM,5,18,0.12897076059742982,85,1715
so2sat,pca8,RandomForest,5,18,0.16431376324247787,85,1715
so2sat,pca8,SG-BSCM,5,19,0.12682299380526968,85,1715
so2sat,pca8,BSCM-uniform,5,19,0.12946570695861628,85,1715
so2sat,pca8,SRQFM-fid,5,19,0.1324218097113709,85,1715
so2sat,pca8,RBF-SVM,5,19,0.15003995723306512,85,1715
so2sat,pca8,RandomForest,5,19,0.15800052893931626,85,1715
eurosat,physics8,SG-BSCM,2,0,0.4431989266473284,20,1480
eurosat,physics8,BSCM-uniform,2,0,0.035847797478347466,20,1480
eurosat,physics8,SRQFM-fid,2,0,0.4130332684154852,20,1480
eurosat,physics8,RBF-SVM,2,0,0.4437483400180279,20,1480
eurosat,physics8,RandomForest,2,0,0.41828053960135997,20,1480
eurosat,physics8,SG-BSCM,2,1,0.325275251103293,20,1480
eurosat,physics8,BSCM-uniform,2,1,0.10613214717258841,20,1480
eurosat,physics8,SRQFM-fid,2,1,0.32769395316034283,20,1480
eurosat,physics8,RBF-SVM,2,1,0.3243001868187167,20,1480
eurosat,physics8,RandomForest,2,1,0.31502333840123686,20,1480
eurosat,physics8,SG-BSCM,2,2,0.351259807303805,20,1480
eurosat,physics8,BSCM-uniform,2,2,0.026346009110714996,20,1480
eurosat,physics8,SRQFM-fid,2,2,0.32910344333723485,20,1480
eurosat,physics8,RBF-SVM,2,2,0.35779291807341895,20,1480
eurosat,physics8,RandomForest,2,2,0.3505140950413475,20,1480
eurosat,physics8,SG-BSCM,2,3,0.41207155236918513,20,1480
eurosat,physics8,BSCM-uniform,2,3,0.033210097012395356,20,1480
eurosat,physics8,SRQFM-fid,2,3,0.3994938613230731,20,1480
eurosat,physics8,RBF-SVM,2,3,0.42003818579639657,20,1480
eurosat,physics8,RandomForest,2,3,0.36771871517560456,20,1480
eurosat,physics8,SG-BSCM,2,4,0.41501457860664936,20,1480
eurosat,physics8,BSCM-uniform,2,4,0.11413761658239885,20,1480
eurosat,physics8,SRQFM-fid,2,4,0.4156756136058875,20,1480
eurosat,physics8,RBF-SVM,2,4,0.4059373638001273,20,1480
eurosat,physics8,RandomForest,2,4,0.42183350575061357,20,1480
eurosat,physics8,SG-BSCM,2,5,0.34645115277142247,20,1480
eurosat,physics8,BSCM-uniform,2,5,0.0829955712724857,20,1480
eurosat,physics8,SRQFM-fid,2,5,0.3447670941063312,20,1480
eurosat,physics8,RBF-SVM,2,5,0.3549491148304803,20,1480
eurosat,physics8,RandomForest,2,5,0.34608487049164277,20,1480
eurosat,physics8,SG-BSCM,2,6,0.40373739879405485,20,1480
eurosat,physics8,BSCM-uniform,2,6,0.07567530702677534,20,1480
eurosat,physics8,SRQFM-fid,2,6,0.3740091914039437,20,1480
eurosat,physics8,RBF-SVM,2,6,0.4150010994037211,20,1480
eurosat,physics8,RandomForest,2,6,0.36862891183987373,20,1480
eurosat,physics8,SG-BSCM,2,7,0.3590637469674342,20,1480
eurosat,physics8,BSCM-uniform,2,7,0.028773175542406316,20,1480
eurosat,physics8,SRQFM-fid,2,7,0.3661751160808837,20,1480
eurosat,physics8,RBF-SVM,2,7,0.3674711890952944,20,1480
eurosat,physics8,RandomForest,2,7,0.3919394857610032,20,1480
eurosat,physics8,SG-BSCM,2,8,0.4223322681270134,20,1480
eurosat,physics8,BSCM-uniform,2,8,0.07711289826143877,20,1480
eurosat,physics8,SRQFM-fid,2,8,0.408845765534104,20,1480
eurosat,physics8,RBF-SVM,2,8,0.42057866664911553,20,1480
eurosat,physics8,RandomForest,2,8,0.3875286303082187,20,1480
eurosat,physics8,SG-BSCM,2,9,0.32639560465364414,20,1480
eurosat,physics8,BSCM-uniform,2,9,0.03124233213594916,20,1480
eurosat,physics8,SRQFM-fid,2,9,0.3189170886273045,20,1480
eurosat,physics8,RBF-SVM,2,9,0.3489162113327712,20,1480
eurosat,physics8,RandomForest,2,9,0.32903526704848424,20,1480
eurosat,physics8,SG-BSCM,2,10,0.37887603648381357,20,1480
eurosat,physics8,BSCM-uniform,2,10,0.027710486156529324,20,1480
eurosat,physics8,SRQFM-fid,2,10,0.3719338960879527,20,1480
eurosat,physics8,RBF-SVM,2,10,0.39808205128485774,20,1480
eurosat,physics8,RandomForest,2,10,0.3710150547787,20,1480
eurosat,physics8,SG-BSCM,2,11,0.42103370641192733,20,1480
eurosat,physics8,BSCM-uniform,2,11,0.030285134292509435,20,1480
eurosat,physics8,SRQFM-fid,2,11,0.4033740253223078,20,1480
eurosat,physics8,RBF-SVM,2,11,0.424115180543443,20,1480
eurosat,physics8,RandomForest,2,11,0.3710992306617885,20,1480
eurosat,physics8,SG-BSCM,2,12,0.38460515260372785,20,1480
eurosat,physics8,BSCM-uniform,2,12,0.030452200830766947,20,1480
eurosat,physics8,SRQFM-fid,2,12,0.3645360922584197,20,1480
eurosat,physics8,RBF-SVM,2,12,0.38120552979223776,20,1480
eurosat,physics8,RandomForest,2,12,0.3621458695016638,20,1480
eurosat,physics8,SG-BSCM,2,13,0.38698355563074227,20,1480
eurosat,physics8,BSCM-uniform,2,13,0.038627411654336016,20,1480
eurosat,physics8,SRQFM-fid,2,13,0.3657036641858521,20,1480
eurosat,physics8,RBF-SVM,2,13,0.385547389818618,20,1480
eurosat,physics8,RandomForest,2,13,0.37174671367550544,20,1480
eurosat,physics8,SG-BSCM,2,14,0.4430975345802791,20,1480
eurosat,physics8,BSCM-uniform,2,14,0.03548615906519995,20,1480
eurosat,physics8,SRQFM-fid,2,14,0.44297895594988973,20,1480
eurosat,physics8,RBF-SVM,2,14,0.4378841209704788,20,1480
eurosat,physics8,RandomForest,2,14,0.4088920361653243,20,1480
eurosat,physics8,SG-BSCM,2,15,0.37272068423165194,20,1480
eurosat,physics8,BSCM-uniform,2,15,0.031301914777479324,20,1480
eurosat,physics8,SRQFM-fid,2,15,0.36457961767988195,20,1480
eurosat,physics8,RBF-SVM,2,15,0.37712172866188676,20,1480
eurosat,physics8,RandomForest,2,15,0.3807187467772943,20,1480
eurosat,physics8,SG-BSCM,2,16,0.31173181377092507,20,1480
eurosat,physics8,BSCM-uniform,2,16,0.028969368285154458,20,1480
eurosat,physics8,SRQFM-fid,2,16,0.28746288006210813,20,1480
eurosat,physics8,RBF-SVM,2,16,0.3584389810113893,20,1480
eurosat,physics8,RandomForest,2,16,0.32806300413677353,20,1480
eurosat,physics8,SG-BSCM,2,17,0.3825344043964322,20,1480
eurosat,physics8,BSCM-uniform,2,17,0.031725157064205325,20,1480
eurosat,physics8,SRQFM-fid,2,17,0.3551146769425643,20,1480
eurosat,physics8,RBF-SVM,2,17,0.38094255148880063,20,1480
eurosat,physics8,RandomForest,2,17,0.36382985887602093,20,1480
eurosat,physics8,SG-BSCM,2,18,0.35303290056620906,20,1480
eurosat,physics8,BSCM-uniform,2,18,0.030277652622600716,20,1480
eurosat,physics8,SRQFM-fid,2,18,0.3534206357446592,20,1480
eurosat,physics8,RBF-SVM,2,18,0.34457876012941313,20,1480
eurosat,physics8,RandomForest,2,18,0.3401449508546867,20,1480
eurosat,physics8,SG-BSCM,2,19,0.3533371241510951,20,1480
eurosat,physics8,BSCM-uniform,2,19,0.02907914552121399,20,1480
eurosat,physics8,SRQFM-fid,2,19,0.3605835545602935,20,1480
eurosat,physics8,RBF-SVM,2,19,0.35250896811476384,20,1480
eurosat,physics8,RandomForest,2,19,0.3688389863970959,20,1480
eurosat,physics8,SG-BSCM,5,0,0.4545500198154257,50,1450
eurosat,physics8,BSCM-uniform,5,0,0.028990842777417647,50,1450
eurosat,physics8,SRQFM-fid,5,0,0.4491224710631384,50,1450
eurosat,physics8,RBF-SVM,5,0,0.45470988789167877,50,1450
eurosat,physics8,RandomForest,5,0,0.4124745979683885,50,1450
eurosat,physics8,SG-BSCM,5,1,0.47099778972465334,50,1450
eurosat,physics8,BSCM-uniform,5,1,0.036281955261821805,50,1450
eurosat,physics8,SRQFM-fid,5,1,0.4503384239814415,50,1450
eurosat,physics8,RBF-SVM,5,1,0.4372593893954943,50,1450
eurosat,physics8,RandomForest,5,1,0.46726047109287777,50,1450
eurosat,physics8,SG-BSCM,5,2,0.4946520732222709,50,1450
eurosat,physics8,BSCM-uniform,5,2,0.033268342436335405,50,1450
eurosat,physics8,SRQFM-fid,5,2,0.46761626070082196,50,1450
eurosat,physics8,RBF-SVM,5,2,0.5079696048231195,50,1450
eurosat,physics8,RandomForest,5,2,0.4370312654539588,50,1450
eurosat,physics8,SG-BSCM,5,3,0.49233049112857435,50,1450
eurosat,physics8,BSCM-uniform,5,3,0.03575642754835386,50,1450
eurosat,physics8,SRQFM-fid,5,3,0.46558217325757817,50,1450
eurosat,physics8,RBF-SVM,5,3,0.4923256040348282,50,1450
eurosat,physics8,RandomForest,5,3,0.48151429803044177,50,1450
eurosat,physics8,SG-BSCM,5,4,0.38091119180453104,50,1450
eurosat,physics8,BSCM-uniform,5,4,0.03140736284193903,50,1450
eurosat,physics8,SRQFM-fid,5,4,0.39945636452492367,50,1450
eurosat,physics8,RBF-SVM,5,4,0.4538874362990348,50,1450
eurosat,physics8,RandomForest,5,4,0.44697423222313704,50,1450
eurosat,physics8,SG-BSCM,5,5,0.4619525903579925,50,1450
eurosat,physics8,BSCM-uniform,5,5,0.03278993086035468,50,1450
eurosat,physics8,SRQFM-fid,5,5,0.463989669228531,50,1450
eurosat,physics8,RBF-SVM,5,5,0.45811486769748055,50,1450
eurosat,physics8,RandomForest,5,5,0.42310641588282555,50,1450
eurosat,physics8,SG-BSCM,5,6,0.4653111560163158,50,1450
eurosat,physics8,BSCM-uniform,5,6,0.03208022904282108,50,1450
eurosat,physics8,SRQFM-fid,5,6,0.4519510553549594,50,1450
eurosat,physics8,RBF-SVM,5,6,0.4577180303817099,50,1450
eurosat,physics8,RandomForest,5,6,0.4457771240458747,50,1450
eurosat,physics8,SG-BSCM,5,7,0.43087228314399395,50,1450
eurosat,physics8,BSCM-uniform,5,7,0.03304950904478153,50,1450
eurosat,physics8,SRQFM-fid,5,7,0.41691463367137854,50,1450
eurosat,physics8,RBF-SVM,5,7,0.47060954287892287,50,1450
eurosat,physics8,RandomForest,5,7,0.4178212188662328,50,1450
eurosat,physics8,SG-BSCM,5,8,0.39534347315055773,50,1450
eurosat,physics8,BSCM-uniform,5,8,0.03226653647412807,50,1450
eurosat,physics8,SRQFM-fid,5,8,0.3908417565706512,50,1450
eurosat,physics8,RBF-SVM,5,8,0.4008965410795996,50,1450
eurosat,physics8,RandomForest,5,8,0.41986235757932944,50,1450
eurosat,physics8,SG-BSCM,5,9,0.40909264996336264,50,1450
eurosat,physics8,BSCM-uniform,5,9,0.02909748622827666,50,1450
eurosat,physics8,SRQFM-fid,5,9,0.39000483202846326,50,1450
eurosat,physics8,RBF-SVM,5,9,0.36496288399917304,50,1450
eurosat,physics8,RandomForest,5,9,0.3843491481821113,50,1450
eurosat,physics8,SG-BSCM,5,10,0.4742381801383707,50,1450
eurosat,physics8,BSCM-uniform,5,10,0.05095078522386167,50,1450
eurosat,physics8,SRQFM-fid,5,10,0.46949166761288047,50,1450
eurosat,physics8,RBF-SVM,5,10,0.5065545801992034,50,1450
eurosat,physics8,RandomForest,5,10,0.4557587498828827,50,1450
eurosat,physics8,SG-BSCM,5,11,0.45289712293621587,50,1450
eurosat,physics8,BSCM-uniform,5,11,0.03308999489123713,50,1450
eurosat,physics8,SRQFM-fid,5,11,0.4245671005898097,50,1450
eurosat,physics8,RBF-SVM,5,11,0.47851901004419767,50,1450
eurosat,physics8,RandomForest,5,11,0.41683521480368607,50,1450
eurosat,physics8,SG-BSCM,5,12,0.38535466296199267,50,1450
eurosat,physics8,BSCM-uniform,5,12,0.027519262796691556,50,1450
eurosat,physics8,SRQFM-fid,5,12,0.41564952131203936,50,1450
eurosat,physics8,RBF-SVM,5,12,0.40329624496701977,50,1450
eurosat,physics8,RandomForest,5,12,0.4176236163936144,50,1450
eurosat,physics8,SG-BSCM,5,13,0.480849479506575,50,1450
eurosat,physics8,BSCM-uniform,5,13,0.029095505873140005,50,1450
eurosat,physics8,SRQFM-fid,5,13,0.46988137932616897,50,1450
eurosat,physics8,RBF-SVM,5,13,0.47606195256067985,50,1450
eurosat,physics8,RandomForest,5,13,0.453716536179932,50,1450
eurosat,physics8,SG-BSCM,5,14,0.4263003098823298,50,1450
eurosat,physics8,BSCM-uniform,5,14,0.03195406703155303,50,1450
eurosat,physics8,SRQFM-fid,5,14,0.4119663554660954,50,1450
eurosat,physics8,RBF-SVM,5,14,0.43639917577495757,50,1450
eurosat,physics8,RandomForest,5,14,0.41617065146730053,50,1450
eurosat,physics8,SG-BSCM,5,15,0.4682273548819659,50,1450
eurosat,physics8,BSCM-uniform,5,15,0.03178498526459065,50,1450
eurosat,physics8,SRQFM-fid,5,15,0.4098839713946811,50,1450
eurosat,physics8,RBF-SVM,5,15,0.4812048473383381,50,1450
eurosat,physics8,RandomForest,5,15,0.41685131578352025,50,1450
eurosat,physics8,SG-BSCM,5,16,0.4732563482786472,50,1450
eurosat,physics8,BSCM-uniform,5,16,0.03478218138152447,50,1450
eurosat,physics8,SRQFM-fid,5,16,0.5104079236088517,50,1450
eurosat,physics8,RBF-SVM,5,16,0.5192386046708701,50,1450
eurosat,physics8,RandomForest,5,16,0.4452117955899664,50,1450
eurosat,physics8,SG-BSCM,5,17,0.48959397373149605,50,1450
eurosat,physics8,BSCM-uniform,5,17,0.054184827708884664,50,1450
eurosat,physics8,SRQFM-fid,5,17,0.47382909839582926,50,1450
eurosat,physics8,RBF-SVM,5,17,0.48542120995160054,50,1450
eurosat,physics8,RandomForest,5,17,0.4370321237613224,50,1450
eurosat,physics8,SG-BSCM,5,18,0.49309644943583997,50,1450
eurosat,physics8,BSCM-uniform,5,18,0.030312951753868677,50,1450
eurosat,physics8,SRQFM-fid,5,18,0.45260878930163423,50,1450
eurosat,physics8,RBF-SVM,5,18,0.4976463659822083,50,1450
eurosat,physics8,RandomForest,5,18,0.4411226414737076,50,1450
eurosat,physics8,SG-BSCM,5,19,0.44634420832250965,50,1450
eurosat,physics8,BSCM-uniform,5,19,0.03148558310306034,50,1450
eurosat,physics8,SRQFM-fid,5,19,0.3622399142864709,50,1450
eurosat,physics8,RBF-SVM,5,19,0.3729481548767873,50,1450
eurosat,physics8,RandomForest,5,19,0.4218805509158946,50,1450
eurosat,physics8,SG-BSCM,10,0,0.5060287586799843,100,1400
eurosat,physics8,BSCM-uniform,10,0,0.035626655295077816,100,1400
eurosat,physics8,SRQFM-fid,10,0,0.49822581545189404,100,1400
eurosat,physics8,RBF-SVM,10,0,0.52269995828936,100,1400
eurosat,physics8,RandomForest,10,0,0.4582918212420985,100,1400
eurosat,physics8,SG-BSCM,10,1,0.5053657150688288,100,1400
eurosat,physics8,BSCM-uniform,10,1,0.031106539019370338,100,1400
eurosat,physics8,SRQFM-fid,10,1,0.47510182307784055,100,1400
eurosat,physics8,RBF-SVM,10,1,0.5199856970618433,100,1400
eurosat,physics8,RandomForest,10,1,0.464514754622504,100,1400
eurosat,physics8,SG-BSCM,10,2,0.5506372135232707,100,1400
eurosat,physics8,BSCM-uniform,10,2,0.03174547551465301,100,1400
eurosat,physics8,SRQFM-fid,10,2,0.5060307255489856,100,1400
eurosat,physics8,RBF-SVM,10,2,0.5427698711353077,100,1400
eurosat,physics8,RandomForest,10,2,0.47326588031243466,100,1400
eurosat,physics8,SG-BSCM,10,3,0.5147752814699464,100,1400
eurosat,physics8,BSCM-uniform,10,3,0.031272916682943686,100,1400
eurosat,physics8,SRQFM-fid,10,3,0.49242863790576064,100,1400
eurosat,physics8,RBF-SVM,10,3,0.5272361455455149,100,1400
eurosat,physics8,RandomForest,10,3,0.43787662998134297,100,1400
eurosat,physics8,SG-BSCM,10,4,0.5265749997874327,100,1400
eurosat,physics8,BSCM-uniform,10,4,0.02807280232970823,100,1400
eurosat,physics8,SRQFM-fid,10,4,0.508297381058588,100,1400
eurosat,physics8,RBF-SVM,10,4,0.5319428715599368,100,1400
eurosat,physics8,RandomForest,10,4,0.48681183716452114,100,1400
eurosat,physics8,SG-BSCM,10,5,0.5345373210698702,100,1400
eurosat,physics8,BSCM-uniform,10,5,0.033799513256854555,100,1400
eurosat,physics8,SRQFM-fid,10,5,0.4843036274011315,100,1400
eurosat,physics8,RBF-SVM,10,5,0.5396662217584851,100,1400
eurosat,physics8,RandomForest,10,5,0.4544053909151823,100,1400
eurosat,physics8,SG-BSCM,10,6,0.5203194762994995,100,1400
eurosat,physics8,BSCM-uniform,10,6,0.030701125803536143,100,1400
eurosat,physics8,SRQFM-fid,10,6,0.48254102328335324,100,1400
eurosat,physics8,RBF-SVM,10,6,0.477763822393886,100,1400
eurosat,physics8,RandomForest,10,6,0.47509823347315727,100,1400
eurosat,physics8,SG-BSCM,10,7,0.524852665675691,100,1400
eurosat,physics8,BSCM-uniform,10,7,0.02947794965006137,100,1400
eurosat,physics8,SRQFM-fid,10,7,0.44205611949551055,100,1400
eurosat,physics8,RBF-SVM,10,7,0.5237763790980754,100,1400
eurosat,physics8,RandomForest,10,7,0.46060530985158277,100,1400
eurosat,physics8,SG-BSCM,10,8,0.4892766313183404,100,1400
eurosat,physics8,BSCM-uniform,10,8,0.03254824089957002,100,1400
eurosat,physics8,SRQFM-fid,10,8,0.4824987232075422,100,1400
eurosat,physics8,RBF-SVM,10,8,0.48285951228368695,100,1400
eurosat,physics8,RandomForest,10,8,0.4919327400900505,100,1400
eurosat,physics8,SG-BSCM,10,9,0.5216316755485984,100,1400
eurosat,physics8,BSCM-uniform,10,9,0.026181576309453548,100,1400
eurosat,physics8,SRQFM-fid,10,9,0.509773090697337,100,1400
eurosat,physics8,RBF-SVM,10,9,0.5358978236129001,100,1400
eurosat,physics8,RandomForest,10,9,0.44250013698871776,100,1400
eurosat,physics8,SG-BSCM,10,10,0.5545679203207958,100,1400
eurosat,physics8,BSCM-uniform,10,10,0.03231696982601315,100,1400
eurosat,physics8,SRQFM-fid,10,10,0.5279485459097492,100,1400
eurosat,physics8,RBF-SVM,10,10,0.5526902693525811,100,1400
eurosat,physics8,RandomForest,10,10,0.4776110008320262,100,1400
eurosat,physics8,SG-BSCM,10,11,0.5056179936682584,100,1400
eurosat,physics8,BSCM-uniform,10,11,0.02800672888618294,100,1400
eurosat,physics8,SRQFM-fid,10,11,0.46821103976935535,100,1400
eurosat,physics8,RBF-SVM,10,11,0.5156815647019888,100,1400
eurosat,physics8,RandomForest,10,11,0.4439102340068672,100,1400
eurosat,physics8,SG-BSCM,10,12,0.52592691231989,100,1400
eurosat,physics8,BSCM-uniform,10,12,0.031000742193996046,100,1400
eurosat,physics8,SRQFM-fid,10,12,0.4258099439872781,100,1400
eurosat,physics8,RBF-SVM,10,12,0.5277303531424716,100,1400
eurosat,physics8,RandomForest,10,12,0.5040018436245409,100,1400
eurosat,physics8,SG-BSCM,10,13,0.5527656484456435,100,1400
eurosat,physics8,BSCM-uniform,10,13,0.02926546927614257,100,1400
eurosat,physics8,SRQFM-fid,10,13,0.5160518244027147,100,1400
eurosat,physics8,RBF-SVM,10,13,0.5594552698944041,100,1400
eurosat,physics8,RandomForest,10,13,0.4761852765529701,100,1400
eurosat,physics8,SG-BSCM,10,14,0.5549957845211617,100,1400
eurosat,physics8,BSCM-uniform,10,14,0.02718743859773349,100,1400
eurosat,physics8,SRQFM-fid,10,14,0.5223775337045746,100,1400
eurosat,physics8,RBF-SVM,10,14,0.5013146924815629,100,1400
eurosat,physics8,RandomForest,10,14,0.4751987887936645,100,1400
eurosat,physics8,SG-BSCM,10,15,0.5009627600456291,100,1400
eurosat,physics8,BSCM-uniform,10,15,0.03383881715848481,100,1400
eurosat,physics8,SRQFM-fid,10,15,0.48460840369501057,100,1400
eurosat,physics8,RBF-SVM,10,15,0.5215385380025296,100,1400
eurosat,physics8,RandomForest,10,15,0.461253201599475,100,1400
eurosat,physics8,SG-BSCM,10,16,0.5482733609418668,100,1400
eurosat,physics8,BSCM-uniform,10,16,0.035289748756661396,100,1400
eurosat,physics8,SRQFM-fid,10,16,0.5272802633194935,100,1400
eurosat,physics8,RBF-SVM,10,16,0.45667437002203304,100,1400
eurosat,physics8,RandomForest,10,16,0.4914149213556568,100,1400
eurosat,physics8,SG-BSCM,10,17,0.5559864695788662,100,1400
eurosat,physics8,BSCM-uniform,10,17,0.03197241062705125,100,1400
eurosat,physics8,SRQFM-fid,10,17,0.5027364157855091,100,1400
eurosat,physics8,RBF-SVM,10,17,0.4981997385336861,100,1400
eurosat,physics8,RandomForest,10,17,0.45853452717093923,100,1400
eurosat,physics8,SG-BSCM,10,18,0.4959865930387994,100,1400
eurosat,physics8,BSCM-uniform,10,18,0.02800733276408176,100,1400
eurosat,physics8,SRQFM-fid,10,18,0.4944371262587869,100,1400
eurosat,physics8,RBF-SVM,10,18,0.5012346784676286,100,1400
eurosat,physics8,RandomForest,10,18,0.47129366217150104,100,1400
eurosat,physics8,SG-BSCM,10,19,0.5348814634987141,100,1400
eurosat,physics8,BSCM-uniform,10,19,0.030858421030532747,100,1400
eurosat,physics8,SRQFM-fid,10,19,0.5214771593172429,100,1400
eurosat,physics8,RBF-SVM,10,19,0.5567212612096099,100,1400
eurosat,physics8,RandomForest,10,19,0.486529460669883,100,1400
eurosat,physics8,SG-BSCM,20,0,0.5766406608983595,200,1300
eurosat,physics8,BSCM-uniform,20,0,0.031696734565587026,200,1300
eurosat,physics8,SRQFM-fid,20,0,0.5628846795928485,200,1300
eurosat,physics8,RBF-SVM,20,0,0.5839048465233734,200,1300
eurosat,physics8,RandomForest,20,0,0.5168994758249821,200,1300
eurosat,physics8,SG-BSCM,20,1,0.58597313642091,200,1300
eurosat,physics8,BSCM-uniform,20,1,0.032394305590100494,200,1300
eurosat,physics8,SRQFM-fid,20,1,0.5719722855532956,200,1300
eurosat,physics8,RBF-SVM,20,1,0.5941070689774086,200,1300
eurosat,physics8,RandomForest,20,1,0.5391918677732146,200,1300
eurosat,physics8,SG-BSCM,20,2,0.5930634759396549,200,1300
eurosat,physics8,BSCM-uniform,20,2,0.02847008547008547,200,1300
eurosat,physics8,SRQFM-fid,20,2,0.5245540488036053,200,1300
eurosat,physics8,RBF-SVM,20,2,0.5940379707845976,200,1300
eurosat,physics8,RandomForest,20,2,0.5004020994052777,200,1300
eurosat,physics8,SG-BSCM,20,3,0.5822917530207299,200,1300
eurosat,physics8,BSCM-uniform,20,3,0.026659102627037273,200,1300
eurosat,physics8,SRQFM-fid,20,3,0.5616701347997359,200,1300
eurosat,physics8,RBF-SVM,20,3,0.5233418045579434,200,1300
eurosat,physics8,RandomForest,20,3,0.5179652137625665,200,1300
eurosat,physics8,SG-BSCM,20,4,0.5988122631830907,200,1300
eurosat,physics8,BSCM-uniform,20,4,0.02669037583421145,200,1300
eurosat,physics8,SRQFM-fid,20,4,0.5854237256236554,200,1300
eurosat,physics8,RBF-SVM,20,4,0.5945417653316248,200,1300
eurosat,physics8,RandomForest,20,4,0.5132887944287144,200,1300
eurosat,physics8,SG-BSCM,20,5,0.5607018452286877,200,1300
eurosat,physics8,BSCM-uniform,20,5,0.031825283943928015,200,1300
eurosat,physics8,SRQFM-fid,20,5,0.5186258986472673,200,1300
eurosat,physics8,RBF-SVM,20,5,0.5610047798708468,200,1300
eurosat,physics8,RandomForest,20,5,0.4897510875462288,200,1300
eurosat,physics8,SG-BSCM,20,6,0.5860523870292139,200,1300
eurosat,physics8,BSCM-uniform,20,6,0.029813638636825745,200,1300
eurosat,physics8,SRQFM-fid,20,6,0.5684435894760902,200,1300
eurosat,physics8,RBF-SVM,20,6,0.5573256900320553,200,1300
eurosat,physics8,RandomForest,20,6,0.5103700143254486,200,1300
eurosat,physics8,SG-BSCM,20,7,0.5783855003892364,200,1300
eurosat,physics8,BSCM-uniform,20,7,0.03188590606592281,200,1300
eurosat,physics8,SRQFM-fid,20,7,0.5742777607486456,200,1300
eurosat,physics8,RBF-SVM,20,7,0.5897278467804259,200,1300
eurosat,physics8,RandomForest,20,7,0.4885664702402992,200,1300
eurosat,physics8,SG-BSCM,20,8,0.584121758100834,200,1300
eurosat,physics8,BSCM-uniform,20,8,0.037693864827543846,200,1300
eurosat,physics8,SRQFM-fid,20,8,0.5636202040598662,200,1300
eurosat,physics8,RBF-SVM,20,8,0.6025557805889863,200,1300
eurosat,physics8,RandomForest,20,8,0.49590405902466833,200,1300
eurosat,physics8,SG-BSCM,20,9,0.579205655871996,200,1300
eurosat,physics8,BSCM-uniform,20,9,0.02438208345458301,200,1300
eurosat,physics8,SRQFM-fid,20,9,0.5732275186133687,200,1300
eurosat,physics8,RBF-SVM,20,9,0.6182821626012197,200,1300
eurosat,physics8,RandomForest,20,9,0.5114988960078203,200,1300
eurosat,physics8,SG-BSCM,20,10,0.5904175061146808,200,1300
eurosat,physics8,BSCM-uniform,20,10,0.026568325601818,200,1300
eurosat,physics8,SRQFM-fid,20,10,0.5784391551207357,200,1300
eurosat,physics8,RBF-SVM,20,10,0.5920073235381996,200,1300
eurosat,physics8,RandomForest,20,10,0.5164897579572518,200,1300
eurosat,physics8,SG-BSCM,20,11,0.5673319689678072,200,1300
eurosat,physics8,BSCM-uniform,20,11,0.03179361992899669,200,1300
eurosat,physics8,SRQFM-fid,20,11,0.5361644212672548,200,1300
eurosat,physics8,RBF-SVM,20,11,0.5450643040524492,200,1300
eurosat,physics8,RandomForest,20,11,0.49896397807797016,200,1300
eurosat,physics8,SG-BSCM,20,12,0.5720086449127526,200,1300
eurosat,physics8,BSCM-uniform,20,12,0.02614737393397057,200,1300
eurosat,physics8,SRQFM-fid,20,12,0.5473514778004807,200,1300
eurosat,physics8,RBF-SVM,20,12,0.5650707321614499,200,1300
eurosat,physics8,RandomForest,20,12,0.490384751921671,200,1300
eurosat,physics8,SG-BSCM,20,13,0.5606281211848251,200,1300
eurosat,physics8,BSCM-uniform,20,13,0.0267188791685971,200,1300
eurosat,physics8,SRQFM-fid,20,13,0.554962103709202,200,1300
eurosat,physics8,RBF-SVM,20,13,0.5828547870042406,200,1300
eurosat,physics8,RandomForest,20,13,0.4823029872546235,200,1300
eurosat,physics8,SG-BSCM,20,14,0.5689709977655638,200,1300
eurosat,physics8,BSCM-uniform,20,14,0.03215533096568464,200,1300
eurosat,physics8,SRQFM-fid,20,14,0.5704373729279596,200,1300
eurosat,physics8,RBF-SVM,20,14,0.5858963485436655,200,1300
eurosat,physics8,RandomForest,20,14,0.5424318233306644,200,1300
eurosat,physics8,SG-BSCM,20,15,0.5887220933360904,200,1300
eurosat,physics8,BSCM-uniform,20,15,0.03069270492352009,200,1300
eurosat,physics8,SRQFM-fid,20,15,0.576991811624274,200,1300
eurosat,physics8,RBF-SVM,20,15,0.6139042097599996,200,1300
eurosat,physics8,RandomForest,20,15,0.5175881046288899,200,1300
eurosat,physics8,SG-BSCM,20,16,0.5577924064478574,200,1300
eurosat,physics8,BSCM-uniform,20,16,0.0351404251462637,200,1300
eurosat,physics8,SRQFM-fid,20,16,0.5742347472220815,200,1300
eurosat,physics8,RBF-SVM,20,16,0.6068306958162106,200,1300
eurosat,physics8,RandomForest,20,16,0.5241572272076436,200,1300
eurosat,physics8,SG-BSCM,20,17,0.5908736065229636,200,1300
eurosat,physics8,BSCM-uniform,20,17,0.03670399349298099,200,1300
eurosat,physics8,SRQFM-fid,20,17,0.576694388483495,200,1300
eurosat,physics8,RBF-SVM,20,17,0.5863270490486991,200,1300
eurosat,physics8,RandomForest,20,17,0.4920095432917508,200,1300
eurosat,physics8,SG-BSCM,20,18,0.5777846897629034,200,1300
eurosat,physics8,BSCM-uniform,20,18,0.03178792449108214,200,1300
