n_eval,kta_product,kta_product_pvalue,kta_product_null_mean,kta_product_null_std,kta_class_centered,kta_class_centered_pvalue,kta_class_centered_null_mean,kta_class_centered_null_std,name
500,0.5970702426476394,0.03896103896103896,0.5866881829261461,0.005313968285141728,0.28188811828967153,0.000999000999000999,0.027228376007758993,0.0026092397392967325,BSCM-phi_only 8q (N=1800)
500,0.5898038996501799,0.022977022977022976,0.5804716026911647,0.004167382536598529,0.28707452895490937,0.000999000999000999,0.024468868027817864,0.002556135251121606,BSCM-uniform 8q  (N=1800)
500,0.4174796803518338,0.000999000999000999,0.40439131355671465,0.004173682141090127,0.31665965982410776,0.000999000999000999,0.05494135828669566,0.002622405145976108,BSCM-uniform 14q (N=800)
